model,review_raw,review_clean,rating_num,sentiment,predicted_sentiment,review_length_words,question_count,exclamation_count,encoding_issue_flag,duplicate_text_flag
SGD Classifier,"World's largest Mcdo, though doesn't seem that large inside. Since 6 out of 10 self order points were broken, the wait was very long before being able to order. The food was according to expectations.",world's largest mcdo though doesn't seem that large inside since out of self order points were broken the wait was very long before being able to order the food was according to expectations,3.0,neutral,positive,33,0,0,0,0
SGD Classifier,"Unfortunately we didnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t have the best experience here. We waited almost an hour for our pizzas and many of the employees didnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t seem to care. Apparently they lost our order and like 10 others. It was chaos. Everyone was going up and asking for their money back. The only reason Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m giving 5 stars is because the manager, Mashawna, was super kind",unfortunately we didn t have the best experience here we waited almost an hour for our pizzas and many of the employees didn t seem to care apparently they lost our order and like others it was chaos everyone was going up and asking for their money back the only reason i m giving stars is because the manager mashawna was super kind,5.0,positive,negative,63,0,0,0,0
SGD Classifier,"Nope just nope. Stay away. Not worth your sanity at all. First it's packed. So very packed. When I went the game room up stairs with the huge play ground the air wasn't working, half of the games were broken, they are so short staffed there is no employee to redeem your tickets. The play area wasn't well cleaned at all and the bathrooms weren't kept up. I'm sure do to the fact they are so very busy and short staffed. The pizza was good and the peanut butter cake was good. But not worth the hype especially with all the craziness that was going among many other issues.",nope just nope stay away not worth your sanity at all first it's packed so very packed when i went the game room up stairs with the huge play ground the air wasn't working half of the games were broken they are so short staffed there is no employee to redeem your tickets the play area wasn't well cleaned at all and the bathrooms weren't kept up i'm sure do to the fact they are so very busy and short staffed the pizza was good and the peanut butter cake was good but not worth the hype especially with all the craziness that was going among many other issues,1.0,negative,positive,109,0,0,0,0
SGD Classifier,"2/5

Drive thru or in person their service is slow during most times of the day.

This is my second visit and I had the same experience.",drive thru or in person their service is slow during most times of the day this is my second visit and i had the same experience,2.0,negative,neutral,26,0,0,0,0
SGD Classifier,"Very, very busy and understand that it's supposedly the largest McDonald's in the world, but they were not coordinated to handle the rush of people. Additionally, a lot of food items were not available and the wait times was very long. My kids did enjoy the arcade on 2nd floor though.",very very busy and understand that it's supposedly the largest mcdonald's in the world but they were not coordinated to handle the rush of people additionally a lot of food items were not available and the wait times was very long my kids did enjoy the arcade on nd floor though,3.0,neutral,negative,51,0,0,0,0
SGD Classifier,It's a huge McDonald's and has a nice choice of other foods that are Not your basic options.,it's a huge mcdonald's and has a nice choice of other foods that are not your basic options,4.0,positive,neutral,18,0,0,0,0
SGD Classifier,"This one is circular & has 2 levels with multiple kiosks to order. They served pasta, cheese steaks & fancy desserts as week as the usual. The dining room is huge, along with a small area with a brick oven for fresh pizza, an area with games & plenty of seating upstairs but it was so crowded, you couldn't enjoy it! Not worth the wait.",this one is circular has levels with multiple kiosks to order they served pasta cheese steaks fancy desserts as week as the usual the dining room is huge along with a small area with a brick oven for fresh pizza an area with games plenty of seating upstairs but it was so crowded you couldn't enjoy it not worth the wait,3.0,neutral,positive,61,0,1,0,0
SGD Classifier,"If you're looking for an atypical Mcd's the. This is it. Housed in the heart of International Drive, this world record holding burger joint holds its own. Two stories of seating, a GIANT play area for kids, and even a little video game section. You don't just get burgers and nuggies here, they have stone fire pizza, pasta, and cake! It's an experience for sure. Just a heads up, you'll be paying a slight premium for the whole event. Not much but you'll notice. I'd suggest ordering on the app and getting a discount;)",if you're looking for an atypical mcd's the this is it housed in the heart of international drive this world record holding burger joint holds its own two stories of seating a giant play area for kids and even a little video game section you don't just get burgers and nuggies here they have stone fire pizza pasta and cake it's an experience for sure just a heads up you'll be paying a slight premium for the whole event not much but you'll notice i'd suggest ordering on the app and getting a discount,4.0,positive,neutral,94,0,1,0,0
SGD Classifier,"My kids love the indoor playground.
The whole place was sticky, sweaty and stinky!. I don't know what's wrong with the a/c but a lot of people could be the reason. Keep your kids close at all times.",my kids love the indoor playground the whole place was sticky sweaty and stinky i don't know what's wrong with the a c but a lot of people could be the reason keep your kids close at all times,5.0,positive,negative,39,0,1,0,0
SGD Classifier,"World biggest McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s should also be called, world slowest McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s.  Order took over 20 minutes to reach.  Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m my case I had a Pizza, really good.  But the British ppl behind me that were concerned with the delay had  like a quarter pounder and nuggets , they also experienced  25 minutes delay.

If you steadily have big traffic of customers",world biggest mcdonald s should also be called world slowest mcdonald s order took over minutes to reach i m my case i had a pizza really good but the british ppl behind me that were concerned with the delay had like a quarter pounder and nuggets they also experienced minutes delay if you steadily have big traffic of customers,3.0,neutral,negative,60,0,0,0,0
SGD Classifier,"The customer service was okay and the service was a little slow, but the food was probably the best Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",the customer service was okay and the service was a little slow but the food was probably the best i,4.0,positive,neutral,20,0,0,0,0
SGD Classifier,"Lovely meal I ate inside. Staff was pleasant and was available to assist with the ordering board. A cash registered was also available, If you choose not to order from the display board.  Love it.",lovely meal i ate inside staff was pleasant and was available to assist with the ordering board a cash registered was also available if you choose not to order from the display board love it,5.0,positive,neutral,35,0,0,0,0
SGD Classifier,The indoor playground was close on a saturday. So many families complaining that they traveled to bring their kids here.,the indoor playground was close on a saturday so many families complaining that they traveled to bring their kids here,1.0,negative,neutral,20,0,0,0,0
SGD Classifier,"Gas station McDonald's, adjoining but separate from the station's Timewise convenience store. (Bathrooms in-between, which were clean and multi-stalled.) Staff appeared to all be wearing masks, which is appreciable given their position of making food for and interacting with such a confluence of travelers from far-flung corners as they must. Food quality was on the high-side of McDonald's very small margin of differentiation. Only hic-up is that the space is not built for intimate conversations, and since they don't yell at you over the ambient hustle and bustle, I had some difficulty hearing the teller taking our order, as well as (though at a near table) did not hear our order number called -- hence I took off a star for ""ambiance"" in my rating here.",gas station mcdonald's adjoining but separate from the station's timewise convenience store bathrooms in between which were clean and multi stalled staff appeared to all be wearing masks which is appreciable given their position of making food for and interacting with such a confluence of travelers from far flung corners as they must food quality was on the high side of mcdonald's very small margin of differentiation only hic up is that the space is not built for intimate conversations and since they don't yell at you over the ambient hustle and bustle i had some difficulty hearing the teller taking our order as well as though at a near table did not hear our order number called hence i took off a star for ambiance in my rating here,5.0,positive,neutral,130,0,0,0,0
SGD Classifier,"I don't know what it is about this particular McDonald's. The line is always extremely long and takes forever to get through. It's been that way for years and the other day I went through for the 1st time in 4 years and had the exact same result since I lived in the neighborhood adjacent to this McDonald's. Nothing has changed in 4 years, that has to bad thing right?",i don't know what it is about this particular mcdonald's the line is always extremely long and takes forever to get through it's been that way for years and the other day i went through for the st time in years and had the exact same result since i lived in the neighborhood adjacent to this mcdonald's nothing has changed in years that has to bad thing right,1.0,negative,neutral,68,1,0,0,0
SGD Classifier,"Generally fast service, accurate orders.   This particular McDonald's is attached with a gas station and is often pretty busy but the line does tend to move quickly.   I do often check my order to ensure I receive my order accurately - for example I get the ketchup or dipping sauce I asked/ordered with my meal -and generally the orders are accurate.  The lines may take a bit more time but again this particular location is at a busy intersection and the next close McDonald's is going to be in Boerne.",generally fast service accurate orders this particular mcdonald's is attached with a gas station and is often pretty busy but the line does tend to move quickly i do often check my order to ensure i receive my order accurately for example i get the ketchup or dipping sauce i asked ordered with my meal and generally the orders are accurate the lines may take a bit more time but again this particular location is at a busy intersection and the next close mcdonald's is going to be in boerne,5.0,positive,neutral,90,0,0,0,0
SGD Classifier,"They have started to give a full slice of cheese when you order one on Filet-O-Fish sandwiches, and that was a real problem before in which they used to give half of a slice extra. This is a fast location and food is consistently fresh, so now this location has the highest rating I've given a fast food chain yet to date. Kind of never thought I'd give McDs a 4 star, but I did.",they have started to give a full slice of cheese when you order one on filet o fish sandwiches and that was a real problem before in which they used to give half of a slice extra this is a fast location and food is consistently fresh so now this location has the highest rating i've given a fast food chain yet to date kind of never thought i'd give mcds a star but i did,4.0,positive,negative,76,0,0,0,0
SGD Classifier,"This location was closed to dine in service so we did not end up eating here. Though I've got to say that it's surprising to see a large fast food chain closing stores where they might lose business. It's almost like they value their employees. Well done, mcdonalds.",this location was closed to dine in service so we did not end up eating here though i've got to say that it's surprising to see a large fast food chain closing stores where they might lose business it's almost like they value their employees well done mcdonalds,5.0,positive,negative,48,0,0,0,0
SGD Classifier,"Food tastes gross been eating healthy too long figured I would try them out it has been probably 10 years since I had McDonald's chicken products. It was either old or they figured out how to Nuke girl Chicken in about 30 seconds either way slightly concerning LOL.

this is only a review of the food quality the service at this location seem great and if we could rate businesses categorically then they would have received five stars for customer service and speed",food tastes gross been eating healthy too long figured i would try them out it has been probably years since i had mcdonald's chicken products it was either old or they figured out how to nuke girl chicken in about seconds either way slightly concerning lol this is only a review of the food quality the service at this location seem great and if we could rate businesses categorically then they would have received five stars for customer service and speed,1.0,negative,neutral,81,0,0,0,0
SGD Classifier,Fries not fresh and sandwich was weirdly falling apart. Consistently not a great experience at this drive thru.,fries not fresh and sandwich was weirdly falling apart consistently not a great experience at this drive thru,2.0,negative,positive,18,0,0,0,0
SGD Classifier,"Ate chicken nuggets which were surprisingly good. I""m picky about my nuggets. Fries sucked. Soggy and no salt on them. Threw them away. Honey mustard sauce was good.",ate chicken nuggets which were surprisingly good i m picky about my nuggets fries sucked soggy and no salt on them threw them away honey mustard sauce was good,3.0,neutral,negative,29,0,0,0,0
SGD Classifier,Menu did not have all the sandwiches it displayed.. in addition  the menu need to remain static so that people  can clearly  make a informed choice,menu did not have all the sandwiches it displayed in addition the menu need to remain static so that people can clearly make a informed choice,3.0,neutral,negative,26,0,0,0,0
SGD Classifier,Nuggets are never fresh.,nuggets are never fresh,3.0,neutral,negative,4,0,0,0,0
SGD Classifier,"Exactly what you'd expect from a McDonald's. Consistent food, speedy service... the place could use a cleaning, though.",exactly what you'd expect from a mcdonald's consistent food speedy service the place could use a cleaning though,4.0,positive,neutral,18,0,0,0,0
SGD Classifier,"Albeit the staff was pleasantly cordial, they were as slow as molasses in January",albeit the staff was pleasantly cordial they were as slow as molasses in january,3.0,neutral,positive,14,0,0,0,0
SGD Classifier,Lines always long. Never gives you condiments .order always wrong,lines always long never gives you condiments order always wrong,3.0,neutral,negative,10,0,0,0,0
SGD Classifier,Big Mac was covered inside and out with special sauce.  Very sloppily made.,big mac was covered inside and out with special sauce very sloppily made,3.0,neutral,positive,13,0,0,0,0
SGD Classifier,the burger i got was cold but the chicken nuggets were scalding,the burger i got was cold but the chicken nuggets were scalding,4.0,positive,neutral,12,0,0,0,0
SGD Classifier,Lol McDonalds gave me a burger that was still raw. Thanks,lol mcdonalds gave me a burger that was still raw thanks,1.0,negative,positive,11,0,0,0,0
SGD Classifier,Usual fare.  Very standard.  Nothing changes.,usual fare very standard nothing changes,4.0,positive,neutral,6,0,0,0,0
SGD Classifier,Ok good wasn't fresh,ok good wasn't fresh,1.0,negative,positive,4,0,0,0,0
SGD Classifier,Convenient location with fuel stop,convenient location with fuel stop,3.0,neutral,positive,5,0,0,0,0
SGD Classifier,Needs better person at window,needs better person at window,3.0,neutral,negative,5,0,0,0,0
SGD Classifier,It's mc Donald's self explanatory,it's mc donald's self explanatory,1.0,negative,positive,5,0,0,0,0
SGD Classifier,Everyday eating for my kids,everyday eating for my kids,5.0,positive,negative,5,0,0,0,0
SGD Classifier,Slow.. very slow,slow very slow,3.0,neutral,negative,3,0,0,0,1
SGD Classifier,It's food I guess,it's food i guess,3.0,neutral,negative,4,0,0,0,1
SGD Classifier,Its slow food,its slow food,2.0,negative,neutral,3,0,0,0,0
SGD Classifier,Junkfood,junkfood,1.0,negative,positive,1,0,0,0,0
SGD Classifier,Average,average,4.0,positive,neutral,1,0,0,0,1
SGD Classifier,"Normally a 1 score across the board but this last visit was definitely a 5. I assume because there was a manager or rep from the corporate or home offices working. This visit was like I remember from years ago. Hot food, pleasant employees, both order screens taking orders, and it wasn't even a long a** line for the driver thru. Even the intrusive pesky  panhandlers were gone.",normally a score across the board but this last visit was definitely a i assume because there was a manager or rep from the corporate or home offices working this visit was like i remember from years ago hot food pleasant employees both order screens taking orders and it wasn't even a long a line for the driver thru even the intrusive pesky panhandlers were gone,3.0,neutral,positive,66,0,0,0,0
SGD Classifier,"Quite possibly the busiest McDonald's in the area. Every time I go here the drive thru line is backed up out to the street and the parking lot is full. If you like your fast food not particularly fast, this is your place.",quite possibly the busiest mcdonald's in the area every time i go here the drive thru line is backed up out to the street and the parking lot is full if you like your fast food not particularly fast this is your place,2.0,negative,neutral,43,0,0,0,0
SGD Classifier,I remember coming here as a child in between church services. We got a chance to play in the Playland. Brung my son here to share the experience.... it's not here anymore. There was nice upgraded layout. Upon walking in there was this foul odor of something similar to medicated human feces.,i remember coming here as a child in between church services we got a chance to play in the playland brung my son here to share the experience it's not here anymore there was nice upgraded layout upon walking in there was this foul odor of something similar to medicated human feces,3.0,neutral,negative,52,0,0,0,0
SGD Classifier,Food was good.  Check your fries prior to leaving.  Mine were cold.,food was good check your fries prior to leaving mine were cold,4.0,positive,negative,12,0,0,0,0
SGD Classifier,"Ok,today.worker need to be friendlier. THEY NEED TO PLEASE GET MY ORDERS RIGHT. THEY KEEP GIVING ME THE WRONG ORDER.I START CHECKING AT THE WINDOW AND THEY STILL GET IT WRONG, THEN GET A ATTITUDE. WOW.",ok today worker need to be friendlier they need to please get my orders right they keep giving me the wrong order i start checking at the window and they still get it wrong then get a attitude wow,3.0,neutral,negative,39,0,0,0,0
SGD Classifier,Every time I purchase a large sweet tea it's  unsweetened  when I purchase the double quarter pound sandwich it's  a single please correct or I will go some where  else,every time i purchase a large sweet tea it's unsweetened when i purchase the double quarter pound sandwich it's a single please correct or i will go some where else,2.0,negative,neutral,30,0,0,0,0
SGD Classifier,"Most have no idea the historic significance of this McDonalds.  Back in the 60's ALL McDonalds restaurants were drive-ins....meaning no indoor seating.  You ate in your car (or standing outside).  Oak Park had an ordinance that stated ""no drive-in restaurants"" but Ray Kroc (founder of McDonalds wanted a McDonalds in his home town).  So in order to get approval to be built, THIS very McDonalds,  agreed to install stand up (hi-top) tables inside so technically you could eat inside.  It was to my knowledge the first McDonalds ever where you could sit inside and eat.  As I recall, it opened in/around 1966 or so.  It was a VERY big deal around the area.",most have no idea the historic significance of this mcdonalds back in the 's all mcdonalds restaurants were drive ins meaning no indoor seating you ate in your car or standing outside oak park had an ordinance that stated no drive in restaurants but ray kroc founder of mcdonalds wanted a mcdonalds in his home town so in order to get approval to be built this very mcdonalds agreed to install stand up hi top tables inside so technically you could eat inside it was to my knowledge the first mcdonalds ever where you could sit inside and eat as i recall it opened in around or so it was a very big deal around the area,4.0,positive,negative,117,0,0,0,0
SGD Classifier,It was good. They had the lunch menu's up. But not serving lunch yet. So needs to not put that up unless they are serving lunch,it was good they had the lunch menu's up but not serving lunch yet so needs to not put that up unless they are serving lunch,5.0,positive,neutral,26,0,0,0,0
SGD Classifier,Courteous service and good food!!!  It was not a long wait in drive-thru.,courteous service and good food it was not a long wait in drive thru,4.0,positive,neutral,14,0,3,0,0
SGD Classifier,When the owner is there this McDonald's runs like clockwork but when he's not there service Lacks long wait times sometimes total chaos drive-thru is not too bad but when the delivery truck shows up it can be a headache,when the owner is there this mcdonald's runs like clockwork but when he's not there service lacks long wait times sometimes total chaos drive thru is not too bad but when the delivery truck shows up it can be a headache,3.0,neutral,negative,41,0,0,0,0
SGD Classifier,"Entrances are not marked clearly, after I park oh, I had to walk all the way around the building to enter and pick up my food",entrances are not marked clearly after i park oh i had to walk all the way around the building to enter and pick up my food,3.0,neutral,negative,26,0,0,0,0
SGD Classifier,Reminds me of when I was a child and my mom would take us to get happy meals.,reminds me of when i was a child and my mom would take us to get happy meals,3.0,neutral,negative,18,0,0,0,0
SGD Classifier,Something will always be wrong with your order. 20+ years n has never gotten it right on the first try.,something will always be wrong with your order years n has never gotten it right on the first try,3.0,neutral,negative,19,0,0,0,0
SGD Classifier,under  construction (lobby is closed) long lane at the drive thru,under construction lobby is closed long lane at the drive thru,4.0,positive,negative,11,0,0,0,0
SGD Classifier,Aye bruh of yall dont know what McDonalds is you lost. Its like not having god,aye bruh of yall dont know what mcdonalds is you lost its like not having god,5.0,positive,negative,16,0,0,0,0
SGD Classifier,Slow drive thru and food wasn't hot,slow drive thru and food wasn't hot,2.0,negative,neutral,7,0,0,0,0
SGD Classifier,Food is fresh very friendly,food is fresh very friendly,3.0,neutral,positive,5,0,0,0,0
SGD Classifier,Fries on point everything else cooked in microwave,fries on point everything else cooked in microwave,1.0,negative,positive,8,0,0,0,0
SGD Classifier,Very slow drive thru,very slow drive thru,3.0,neutral,negative,4,0,0,0,0
SGD Classifier,Nice service never to crowded,nice service never to crowded,3.0,neutral,positive,5,0,0,0,0
SGD Classifier,Smoke house was not bad,smoke house was not bad,4.0,positive,negative,5,0,0,0,0
SGD Classifier,Service was not great,service was not great,3.0,neutral,positive,4,0,0,0,0
SGD Classifier,One cashier that over charge.,one cashier that over charge,4.0,positive,negative,5,0,0,0,0
SGD Classifier,It's ok,it's ok,2.0,negative,neutral,2,0,0,0,1
SGD Classifier,Average,average,2.0,negative,neutral,1,0,0,0,1
SGD Classifier,Mcflurry at McDonald's,mcflurry at mcdonald's,5.0,positive,negative,3,0,0,0,0
SGD Classifier,Dirty bathrooms,dirty bathrooms,3.0,neutral,negative,2,0,0,0,0
SGD Classifier,Alrightï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,alright,2.0,negative,neutral,1,0,0,0,1
SGD Classifier,Check your order before you drive away!,check your order before you drive away,3.0,neutral,negative,7,0,1,0,0
SGD Classifier,"I went through the drive through Friday Dec 23, 2016 at about 7:20 a.m. There was a young black female working the window where you pay, and I have to say she set the tone for my day. What a sweetheart, she was all smiles and just a joy for my first stranger encounter of the day. With the way things have been going in this country the last several months, she was a bright spot in an otherwise dreary daily grind, and I will not soon forget how she lifted my spirits all over a sausage burrito and a cup of coffee. She set the bar, good job.",i went through the drive through friday dec at about a m there was a young black female working the window where you pay and i have to say she set the tone for my day what a sweetheart she was all smiles and just a joy for my first stranger encounter of the day with the way things have been going in this country the last several months she was a bright spot in an otherwise dreary daily grind and i will not soon forget how she lifted my spirits all over a sausage burrito and a cup of coffee she set the bar good job,5.0,positive,negative,107,0,0,0,0
SGD Classifier,"The last person just said this place is outdated and mentioned that there are iPads on the tabe... For some reason that doesn't make sense to me. I just went there and ordered some food. The manager who took my order joked around with me making me laugh. That's always a plus. After I payed I decided that I wanted an ice cream cone. The manager dude that took my order just gave me the ice cream cone on the house! The food I ordered was delicious too. Thanks yall, I'll be back for sure now.",the last person just said this place is outdated and mentioned that there are ipads on the tabe for some reason that doesn't make sense to me i just went there and ordered some food the manager who took my order joked around with me making me laugh that's always a plus after i payed i decided that i wanted an ice cream cone the manager dude that took my order just gave me the ice cream cone on the house the food i ordered was delicious too thanks yall i'll be back for sure now,5.0,positive,negative,96,0,1,0,0
SGD Classifier,Took forever in drive thru,took forever in drive thru,3.0,neutral,negative,5,0,0,0,0
SGD Classifier,Food is what you expect from McDonald's. Trashcan by playground door smells of dirty diapers or rotten milk the last few times I have been here. Android pay is hit or miss here.,food is what you expect from mcdonald's trashcan by playground door smells of dirty diapers or rotten milk the last few times i have been here android pay is hit or miss here,3.0,neutral,negative,33,0,0,0,0
SGD Classifier,"Honestly, I feel so appreciated in this establishment. They gave me grape jelly when no else did, if I could rate this place 10/10 I would.",honestly i feel so appreciated in this establishment they gave me grape jelly when no else did if i could rate this place i would,5.0,positive,neutral,25,0,0,0,0
SGD Classifier,Friendly quick service but forgets the condiments from time to time. Always check your bag before you leave!!,friendly quick service but forgets the condiments from time to time always check your bag before you leave,3.0,neutral,positive,18,0,2,0,0
SGD Classifier,Gotta have my small coffee with sugar and cream and can't forget the fresh warm sausage biscuits,gotta have my small coffee with sugar and cream and can't forget the fresh warm sausage biscuits,5.0,positive,neutral,17,0,0,0,0
SGD Classifier,"It's Mcdonald's, go to In and Out burger or P. Terry's or the million of other better burger places here in Austin or anywhere.",it's mcdonald's go to in and out burger or p terry's or the million of other better burger places here in austin or anywhere,1.0,negative,neutral,24,0,0,0,0
SGD Classifier,Every time I go there I ask for apple pie instead they put cherry pie inside the apple pie container,every time i go there i ask for apple pie instead they put cherry pie inside the apple pie container,1.0,negative,positive,20,0,0,0,0
SGD Classifier,Wouldn't let this Uber eats driver use their restroom,wouldn't let this uber eats driver use their restroom,3.0,neutral,negative,9,0,0,0,0
SGD Classifier,I can't believe you charge for BBQ sauce... No thank you...,i can't believe you charge for bbq sauce no thank you,3.0,neutral,negative,11,0,0,0,0
SGD Classifier,Rebuilt location. Clean. Employees are adequate,rebuilt location clean employees are adequate,3.0,neutral,positive,6,0,0,0,0
SGD Classifier,Lousy employees...dirty inside with food on the floor and flies all around the condiments area,lousy employees dirty inside with food on the floor and flies all around the condiments area,3.0,neutral,negative,16,0,0,0,0
SGD Classifier,Always busy. Play area tables clean.,always busy play area tables clean,3.0,neutral,positive,6,0,0,0,0
SGD Classifier,Big Mac tastes as it did decades ago,big mac tastes as it did decades ago,3.0,neutral,positive,8,0,0,0,0
SGD Classifier,"This place not clean at all , needs to properly be clean.",this place not clean at all needs to properly be clean,1.0,negative,neutral,11,0,0,0,0
SGD Classifier,Food was hot android good.,food was hot android good,3.0,neutral,positive,5,0,0,0,0
SGD Classifier,Screwed up my order to,screwed up my order to,1.0,negative,neutral,5,0,0,0,0
SGD Classifier,Its mcds..,its mcds,2.0,negative,neutral,2,0,0,0,0
SGD Classifier,"Well, that's fine, but the machines don't have ice for soft drinks, it's the one inside the Alto Glory Walmart",well that's fine but the machines don't have ice for soft drinks it's the one inside the alto glory walmart,2.0,negative,positive,20,0,0,0,0
SGD Classifier,"Whenever you buy at this location always check your order,  seems that every so often order is missing something.   With the long lines and once I leave the area I don't like to drive back.",whenever you buy at this location always check your order seems that every so often order is missing something with the long lines and once i leave the area i don't like to drive back,3.0,neutral,negative,35,0,0,0,1
SGD Classifier,This McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,this mcdonald,1.0,negative,positive,2,0,0,0,1
SGD Classifier,I'm giving this McDonald's location a 3 star rating. This was due to the fact that their fries weren't all that great and meat was a bit oily in the quarter pound burger. I've also noticed that the quality of their buns aren't what they used to be. Not sure if I'm the only one who's noticed the change.,i'm giving this mcdonald's location a star rating this was due to the fact that their fries weren't all that great and meat was a bit oily in the quarter pound burger i've also noticed that the quality of their buns aren't what they used to be not sure if i'm the only one who's noticed the change,3.0,neutral,negative,58,0,0,0,1
SGD Classifier,Happy itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,happy it,2.0,negative,positive,2,0,0,0,1
SGD Classifier,The afternoon crew over there is very ignorant and arrogant! I don't know if that was just an incident or that's there normal but It was unpleasant to order from them!,the afternoon crew over there is very ignorant and arrogant i don't know if that was just an incident or that's there normal but it was unpleasant to order from them,1.0,negative,neutral,31,0,2,0,1
SGD Classifier,"The same old, the food is bad for you, but it's cheap if you do it right and don't get sucked into the marketing ï¿½ï¿½ï¿",the same old the food is bad for you but it's cheap if you do it right and don't get sucked into the marketing,4.0,positive,negative,24,0,0,0,1
SGD Classifier,"Small place, recomended for drive thru or take out",small place recomended for drive thru or take out,2.0,negative,neutral,9,0,0,0,1
SGD Classifier,"Typical McDonald's just with REALLLLLLLY long drive-thru lines. Nothing special, nothing to write home about.",typical mcdonald's just with reallllllly long drive thru lines nothing special nothing to write home about,2.0,negative,neutral,16,0,0,0,1
SGD Classifier,I like this McDonald's out of all of the ones that I have been at because this is the only one that the walk in stay open 24 hours.,i like this mcdonald's out of all of the ones that i have been at because this is the only one that the walk in stay open hours,5.0,positive,negative,28,0,0,0,1
SGD Classifier,Can't go wrong with a 10-piece chicken McNugget meal,can't go wrong with a piece chicken mcnugget meal,5.0,positive,neutral,9,0,0,0,1
SGD Classifier,"It's mc Donald's,. The man before me backed up the toilet and an employee let me use the women's",it's mc donald's the man before me backed up the toilet and an employee let me use the women's,4.0,positive,negative,19,0,0,0,1
SGD Classifier,Loud obxious mgrs screaming out orders,loud obxious mgrs screaming out orders,1.0,negative,neutral,6,0,0,0,1
SGD Classifier,S l o w,s l o w,2.0,negative,positive,4,0,0,0,1
SGD Classifier,To slow,to slow,3.0,neutral,negative,2,0,0,0,1
SGD Classifier,Same as any onther,same as any onther,5.0,positive,neutral,4,0,0,0,1
SGD Classifier,Very convenient.,very convenient,3.0,neutral,positive,2,0,0,0,1
SGD Classifier,McDonald's.   What more is there to say.,mcdonald's what more is there to say,4.0,positive,neutral,7,0,0,0,1
SGD Classifier,"I did not like the format of the store, the bathroom is kept closed.",i did not like the format of the store the bathroom is kept closed,3.0,neutral,negative,14,0,0,0,1
SGD Classifier,"Ordered via the kiosk.

Looks like management has posted a sign, order via kiosk to get a free cookie. My order didn't contain one. I asked the associate, she was puzzled. They had to discuss with 3 other folks and finally one of them gave one with complete displeasure.

Kiosk didn't give a paper bill to provide a direct feedback. With modern tech, they should switch to a sms or email for whoever wants a digital copy.",ordered via the kiosk looks like management has posted a sign order via kiosk to get a free cookie my order didn't contain one i asked the associate she was puzzled they had to discuss with other folks and finally one of them gave one with complete displeasure kiosk didn't give a paper bill to provide a direct feedback with modern tech they should switch to a sms or email for whoever wants a digital copy,2.0,negative,positive,76,0,0,0,0
SGD Classifier,New experience was lil different have to get use to new set up you can take your own order and not speak to one person. Depending on type of person you are this is a plus. People like me like to keep it moving no rap!!!!,new experience was lil different have to get use to new set up you can take your own order and not speak to one person depending on type of person you are this is a plus people like me like to keep it moving no rap,3.0,neutral,positive,46,0,4,0,0
SGD Classifier,Too much salt was dying of thurst after,too much salt was dying of thurst after,1.0,negative,neutral,8,0,0,0,0
